TARGET_total_pest_count_above25,TARGET_total_pest_count,date,trap_crop,pest,region,lon,lat,year,class,week,month,dist_to_road_km,dist_to_water_km,total_pest_count_1_weeks_ago_0_years_ago,total_pest_count_2_weeks_ago_0_years_ago,total_pest_count_0_weeks_ago_1_years_ago,neighbor_pest_count_0_weeks_ago_0_years_ago,neighbor_pest_count_1_weeks_ago_0_years_ago,most_recent_generation_wk_0_weeks_ago_0_years_ago,most_recent_generation_wk_0_weeks_ago_1_years_ago,neighbor_most_recent_generation_wk_0_weeks_ago_0_years_ago,neighbor_most_recent_generation_wk_0_weeks_ago_1_years_ago,season_first_generation_wk_0_weeks_ago_0_years_ago,season_first_generation_wk_0_weeks_ago_1_years_ago,neighbor_season_first_generation_wk_0_weeks_ago_0_years_ago,neighbor_season_first_generation_wk_0_weeks_ago_1_years_ago,annual_days_below_freezing_0_years_ago,annual_days_below_freezing_1_years_ago,season_cumulative_degree_days_0_weeks_ago_0_years_ago,season_cumulative_degree_days_1_weeks_ago_0_years_ago,season_cumulative_degree_days_2_weeks_ago_0_years_ago,season_cumulative_degree_days_0_weeks_ago_1_years_ago,degree_days_sum_0_weeks_ago_0_years_ago,degree_days_sum_1_weeks_ago_0_years_ago,degree_days_sum_2_weeks_ago_0_years_ago,degree_days_sum_0_weeks_ago_1_years_ago,degree_days_std_0_weeks_ago_0_years_ago,degree_days_std_1_weeks_ago_0_years_ago,degree_days_std_2_weeks_ago_0_years_ago,degree_days_std_0_weeks_ago_1_years_ago,high_temp_mean_0_weeks_ago_0_years_ago,high_temp_mean_1_weeks_ago_0_years_ago,high_temp_mean_2_weeks_ago_0_years_ago,high_temp_mean_0_weeks_ago_1_years_ago,high_temp_max_0_weeks_ago_0_years_ago,high_temp_max_1_weeks_ago_0_years_ago,high_temp_max_2_weeks_ago_0_years_ago,high_temp_max_0_weeks_ago_1_years_ago,high_temp_std_0_weeks_ago_0_years_ago,high_temp_std_1_weeks_ago_0_years_ago,high_temp_std_2_weeks_ago_0_years_ago,high_temp_std_0_weeks_ago_1_years_ago,low_temp_mean_0_weeks_ago_0_years_ago,low_temp_mean_1_weeks_ago_0_years_ago,low_temp_mean_2_weeks_ago_0_years_ago,low_temp_mean_0_weeks_ago_1_years_ago,low_temp_min_0_weeks_ago_0_years_ago,low_temp_min_1_weeks_ago_0_years_ago,low_temp_min_2_weeks_ago_0_years_ago,low_temp_min_0_weeks_ago_1_years_ago,low_temp_std_0_weeks_ago_0_years_ago,low_temp_std_1_weeks_ago_0_years_ago,low_temp_std_2_weeks_ago_0_years_ago,low_temp_std_0_weeks_ago_1_years_ago,wind_bearing_degree_mean_0_weeks_ago_0_years_ago,wind_bearing_degree_mean_1_weeks_ago_0_years_ago,wind_bearing_degree_mean_2_weeks_ago_0_years_ago,wind_bearing_degree_mean_0_weeks_ago_1_years_ago,wind_bearing_degree_std_0_weeks_ago_0_years_ago,wind_bearing_degree_std_1_weeks_ago_0_years_ago,wind_bearing_degree_std_2_weeks_ago_0_years_ago,wind_bearing_degree_std_0_weeks_ago_1_years_ago,wind_speed_kmph_mean_0_weeks_ago_0_years_ago,wind_speed_kmph_mean_1_weeks_ago_0_years_ago,wind_speed_kmph_mean_2_weeks_ago_0_years_ago,wind_speed_kmph_mean_0_weeks_ago_1_years_ago,wind_speed_kmph_max_0_weeks_ago_0_years_ago,wind_speed_kmph_max_1_weeks_ago_0_years_ago,wind_speed_kmph_max_2_weeks_ago_0_years_ago,wind_speed_kmph_max_0_weeks_ago_1_years_ago,total_precip_mm_sum_0_weeks_ago_0_years_ago,total_precip_mm_sum_1_weeks_ago_0_years_ago,total_precip_mm_sum_2_weeks_ago_0_years_ago,total_precip_mm_sum_0_weeks_ago_1_years_ago,humidity_mean_0_weeks_ago_0_years_ago,humidity_mean_1_weeks_ago_0_years_ago,humidity_mean_2_weeks_ago_0_years_ago,humidity_mean_0_weeks_ago_1_years_ago
1,284.5,8/5/13,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2013,train ,32,8,2.281666756,0.711842775,137.25,64.75,183.5083333,10.50783972,14.45418659,27,28.75,27,28.25,24,25.5,22,25.25,15,19.75,1149.752792,1064.029792,964.9688494,1241.947782,85.723,99.0609426,89.15557313,98.69837818,0.626783171,1.235828184,1.920372054,1.11018637,31.42857143,33.71428571,31.85714286,32.75,33,39,35,34.75,1.133893419,3.14718317,3.338091842,1.76413955,18.28571429,20.42857143,19,21.03571429,17,19,17,19,1.253566341,1.133893419,1.290994449,1.410735324,171.1428571,152.2857143,165.2857143,157.75,26.34026431,38.98595596,26.01098669,30.96367944,6,6.142857143,6.285714286,6.714285714,7,9,7,9.25,2.2,0.5,5.2,2.15,45,46.28571429,47.85714286,43.71428571
1,84.25,8/12/13,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2013,train ,33,8,2.281666756,0.711842775,284.5,137.25,150.3458333,11.19686411,17.35016997,27,28.75,27,29.5,24,25.5,22,25.25,15,19.75,1240.975792,1149.752792,1064.029792,1338.124568,91.223,85.723,99.0609426,96.17678601,0.475594866,0.626783171,1.235828184,1.053612214,32.14285714,31.42857143,33.71428571,32.42857143,33,33,39,34.25,0.899735411,1.133893419,3.14718317,1.477457888,19.14285714,18.28571429,20.42857143,20.5,18,17,19,18.75,0.690065559,1.253566341,1.133893419,1.136666618,189.7142857,171.1428571,152.2857143,161.6428571,22.22396819,26.34026431,38.98595596,21.76174058,6.428571429,6,6.142857143,6.678571429,8,7,9,8.5,3.3,2.2,0.5,3.95,43.42857143,45,46.28571429,42.89285714
1,89.75,8/19/13,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2013,train ,34,8,2.281666756,0.711842775,84.25,284.5,308.3958333,6.915505226,31.07438131,32,31,32,30.75,24,25.5,22,25.25,15,19.75,1323.698792,1240.975792,1149.752792,1425.768381,82.723,91.223,85.723,87.64381355,1.057850471,0.475594866,0.626783171,0.685941404,30.71428571,32.14285714,31.42857143,31,33,33,33,32.75,1.889822365,0.899735411,1.133893419,1.179494465,18.14285714,19.14285714,18.28571429,19.32142857,17,18,17,18,0.690065559,0.690065559,1.253566341,0.958370319,184.1428571,189.7142857,171.1428571,147.8928571,14.70179775,22.22396819,26.34026431,22.89559061,6,6.428571429,6,6.785714286,7,8,7,8.5,1.6,3.3,2.2,4.275,47.28571429,43.42857143,45,43.82142857
1,87,8/26/13,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2013,train ,35,8,2.281666756,0.711842775,89.75,84.25,345.5625,6.913763066,33.01639872,32,31,32,30.75,24,25.5,22,25.25,15,19.75,1413.53208,1323.698792,1240.975792,1517.534172,89.83328832,82.723,91.223,91.76579007,2.369780097,1.057850471,0.475594866,1.684425934,31.85714286,30.71428571,32.14285714,31.46428571,36,33,33,34.25,3.848314411,1.889822365,0.899735411,2.536206945,19.28571429,18.14285714,19.14285714,20.10714286,16,17,18,17.75,1.603567451,0.690065559,0.690065559,1.318015536,177.7142857,184.1428571,189.7142857,157.25,55.03548639,14.70179775,22.22396819,35.19895966,6.857142857,6,6.428571429,7.142857143,8,7,8,10,2,1.6,3.3,8.55,51,47.28571429,43.42857143,45.53571429
1,70,9/2/13,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2013,train ,36,9,2.281666756,0.711842775,87,89.75,23.33333333,12.06010453,4.689907039,34,32.66666667,32,32,24,25.33333333,22,24.33333333,15,22.33333333,1483.25508,1413.53208,1323.698792,1538.671448,69.723,89.83328832,82.723,76.88966667,0.786795792,2.369780097,1.057850471,1.081943863,28.85714286,31.85714286,30.71428571,29.04761905,31,36,33,31.33333333,1.214985793,3.848314411,1.889822365,1.412845836,16.28571429,19.28571429,18.14285714,18.14285714,14,16,17,16,1.253566341,1.603567451,0.690065559,1.262098305,147.5714286,177.7142857,184.1428571,179.3333333,21.21993672,55.03548639,14.70179775,25.29161535,5.714285714,6.857142857,6,5.619047619,8,8,7,7.666666667,1.4,2,1.6,1.9,54.85714286,51,47.28571429,49.52380952
0,0,9/9/13,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2013,train ,37,9,2.281666756,0.711842775,70,87,0,14.06972112,0,34,34,32,33,24,24.5,22,23.5,15,11,1562.173089,1483.25508,1413.53208,1630.858322,78.91800861,69.723,89.83328832,77.07050431,2.27752257,0.786795792,2.369780097,1.779631229,31.14285714,28.85714286,31.85714286,29.78571429,35,31,36,32.5,2.60950643,1.214985793,3.848314411,2.060682161,16.71428571,16.28571429,19.28571429,17.5,14,14,16,15.5,2.429971585,1.253566341,1.603567451,1.841768963,214.4285714,147.5714286,177.7142857,207,43.64576017,21.21993672,55.03548639,33.83279662,7.571428571,5.714285714,6.857142857,6.214285714,14,8,8,10,1.4,1.4,2,1.15,48.71428571,54.85714286,51,46.21428571
0,0,6/4/14,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2014,train ,23,6,2.281666756,0.711842775,0,0,6.25,1.88067658,2.996604938,20,20.33333333,20,20.77777778,20,18.38888889,20,19,9,15,326.6482734,276.3866948,224.607208,404.7033285,50.26157863,51.77948678,46.96669621,53.48808923,2.752853627,1.598607446,1.894012084,0.773279514,25.71428571,26.57142857,26,27.57142857,29,30,28,29,3.683941988,2.6367368,2.380476143,1.133893419,13.71428571,13.42857143,12.28571429,12.85714286,11,12,10,11,2.360387377,0.786795792,1.97604704,1.069044968,196,218,146.4285714,189.2857143,62.03493639,53.98147831,44.82877477,48.85595933,7,7.142857143,5.142857143,5.571428571,9,11,6,7,12.3,13.2,6,7.7,60.85714286,61.14285714,61,58.57142857
0,3.5,6/9/14,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2014,train ,24,6,2.281666756,0.711842775,0,0,6.5,0.738432962,5.242857143,22,22,20.33333333,20.86666667,20,18.44444444,22,22,9,15,401.3712734,326.6482734,276.3866948,471.9263285,74.723,50.26157863,51.77948678,67.223,1.219875091,2.752853627,1.598607446,1.752549164,29.71428571,25.71428571,26.57142857,28.57142857,32,29,30,32,1.889822365,3.683941988,2.6367368,2.760262237,16.85714286,13.71428571,13.42857143,15.85714286,15,11,12,15,1.069044968,2.360387377,0.786795792,1.069044968,190.1428571,196,218,174.4285714,41.68704264,62.03493639,53.98147831,33.04470277,6,7,7.142857143,7,10,9,11,8,17.8,12.3,13.2,10.1,58,60.85714286,61.14285714,57.14285714
0,0.875,6/16/14,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2014,train ,25,6,2.281666756,0.711842775,3.5,0,5.75,0.876417234,4.394230769,22,22,23,20.86666667,23,18.44444444,22,22,9,15,470.0942734,401.3712734,326.6482734,561.4142895,68.723,74.723,50.26157863,89.48796098,1.272418021,1.219875091,2.752853627,0.791410356,28.85714286,29.71428571,25.71428571,32.28571429,31,32,29,35,1.573591585,1.889822365,3.683941988,1.496026483,16,16.85714286,13.71428571,18.57142857,15,15,11,18,1.290994449,1.069044968,2.360387377,0.786795792,200.8571429,190.1428571,196,168.5714286,66.79428262,41.68704264,62.03493639,36.14257482,6.142857143,6,7,5.571428571,8,10,9,6,3.1,17.8,12.3,7.3,55.85714286,58,60.85714286,50.28571429
0,21.625,6/23/14,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2014,train ,26,6,2.281666756,0.711842775,0.875,3.5,18,0.987123421,9.419860627,24,24,23.5,24,23.5,24,24,22,9,15,556.6249865,470.0942734,401.3712734,641.6442763,86.5307131,68.723,74.723,80.22998684,2.345251741,1.272418021,1.219875091,2.304929069,32.42857143,28.85714286,29.71428571,30.42857143,37,31,32,35,4.117326918,1.573591585,1.889822365,3.359421719,18,16,16.85714286,17.85714286,15,15,15,14,1.914854216,1.290994449,1.069044968,2.035400978,174.1428571,200.8571429,190.1428571,194.4285714,53.11443172,66.79428262,41.68704264,73.35270307,8,6.142857143,6,7.714285714,13,8,10,11,3.8,3.1,17.8,4.4,49.28571429,55.85714286,58,53
1,36,6/30/14,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2014,train ,27,6,2.281666756,0.711842775,21.625,0.875,29.5,5.692083333,9.570557491,24,24,24,24,24,24,24,22,9,15,628.3479865,556.6249865,470.0942734,712.8672763,71.723,86.5307131,68.723,71.223,1.069044968,2.345251741,1.272418021,0.994029797,29.85714286,32.42857143,28.85714286,29.28571429,32,37,31,30,1.573591585,4.117326918,1.573591585,0.487950036,15.85714286,18,16,16.28571429,14,15,15,15,1.069044968,1.914854216,1.290994449,1.603567451,126.4285714,174.1428571,200.8571429,180.4285714,17.21295193,53.11443172,66.79428262,32.91330604,7.571428571,8,6.142857143,7.142857143,10,13,8,10,0,3.8,3.1,6.6,52,49.28571429,55.85714286,52
0,13.25,7/7/14,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2014,train ,28,7,2.281666756,0.711842775,36,21.625,23,8.373754153,4.671602787,24,24,24.5,24,24.5,24,24,22,9,15,711.7138929,628.3479865,556.6249865,797.0902763,83.36590637,71.723,86.5307131,84.223,1.277995412,1.069044968,2.345251741,0.377964473,32.28571429,29.85714286,32.42857143,30.85714286,35,32,37,31,2.214669706,1.573591585,4.117326918,0.377964473,16.85714286,15.85714286,18,18.42857143,15,14,15,18,1.069044968,1.069044968,1.914854216,0.534522484,219.8571429,126.4285714,174.1428571,176,47.07946676,17.21295193,53.11443172,16.20699437,9,7.571428571,8,6,13,10,13,7,0,0,3.8,11.6,46.42857143,52,49.28571429,51.42857143
0,7.5,7/14/14,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2014,train ,29,7,2.281666756,0.711842775,13.25,36,18.75,4.443936877,4.156794425,27,27,27,27,27,24,24,22,9,15,787.4368929,711.7138929,628.3479865,875.8132763,75.723,83.36590637,71.723,78.723,1.880349512,1.277995412,1.069044968,1.345185418,29.28571429,32.28571429,29.85714286,30.14285714,32,35,32,33,3.14718317,2.214669706,1.573591585,1.951800146,17.57142857,16.85714286,15.85714286,17.57142857,16,15,14,16,1.133893419,1.069044968,1.069044968,0.975900073,183.2857143,219.8571429,126.4285714,155.8571429,21.4220625,47.07946676,17.21295193,34.71996818,5.857142857,9,7.571428571,5.714285714,7,13,10,7,19.9,0,0,4.5,58.85714286,46.42857143,52,49.57142857
0,6.5,7/21/14,GR_20_00006_cotton,Helicoverpa armigera,Thessaly,22.12423563,39.56908455,2014,train ,30,7,2.281666756,0.711842775,7.5,13.25,64.75,3.048172757,9.223867596,27,27,27,27,27,24,24,22,9,15,877.6598929,787.4368929,711.7138929,964.9688494,90.223,75.723,83.36590637,89.15557313,0.707106781,1.880349512,1.277995412,1.920372054,32,29.28571429,32.28571429,31.85714286,33,32,35,35,0.816496581,3.14718317,2.214669706,3.338091842,19,17.57142857,16.85714286,19,18,16,15,17,0.816496581,1.133893419,1.069044968,1.290994449,186.7142857,183.2857143,219.8571429,165.2857143,19.77131159,21.4220625,47.07946676,26.01098669,6.142857143,5.857142857,9,6.285714286,8,7,13,7,13.2,19.9,0,5.2,56.85714286,58.85714286,46.42857143,47.85714286
